,x,y,angle,dist
0,-0.439274107739,-1.33492458994,-0.0632421656038,-2.0365696469
1,-0.387427442962,-1.32421744267,0.00443629786605,0.459715097005
2,-0.296695779603,-1.27068170634,0.123443807932,2.566351988
3,-0.270772447214,-1.31351029541,-0.490684111981,-0.285060404407
4,-0.180040783855,-1.23856026454,0.189091549524,2.80984408357
5,-0.115232452883,-1.32421744267,-0.430460469753,1.92857804404
6,-0.115232452883,-1.29209600087,0.79164172715,-1.10769159989
7,-0.0569049550093,-1.30280314814,-0.123465807832,0.767213173773
8,-0.0180199564265,-1.27068170634,0.189091549524,0.0404648090176
9,0.0208650421562,-1.33492458994,-0.490684111981,0.590694216839
10,0.0921542062245,-1.30280314814,0.0816617817439,1.49371009348
11,0.16992420339,-1.31351029541,-0.108490616184,1.69182130484
12,0.195847535778,-1.31351029541,-0.0632421656038,-0.798065584222
13,0.26065586675,-1.3456317372,-0.221863442457,1.19602085982
14,0.299540865332,-1.3456317372,-0.0632421656038,-0.178813552884
15,0.344906697012,-1.36704603173,-0.214702855818,0.217541771753
16,0.396753361789,-1.36704603173,-0.0632421656038,0.440438478455
17,0.455080859663,-1.39916747353,-0.238350396853,0.900800650175
18,0.50692752444,-1.45270320986,-0.36725201656,0.884436342919
19,0.532850856829,-1.46341035713,-0.196568370665,-0.759948879856
20,0.571735855411,-1.49553179893,-0.315575880731,0.0404648090176
21,0.578216688508,-1.36704603173,0.74639327657,1.69182130484
22,0.610620853994,-1.35633888447,0.0441876021759,-0.457780551086
23,0.675429184965,-1.33492458994,0.0441876021759,1.12100854473
24,0.720795016645,-1.32421744267,0.0139833182741,0.152816906216
25,0.785603347616,-1.30280314814,0.0441876021759,1.12100854473
26,0.824488346199,-1.28138885361,0.111866065646,-0.0783227821833
27,0.837450012393,-1.24926741181,0.471629548553,-0.920197171186
28,0.882815844073,-1.28138885361,-0.283598847434,0.321471836111
29,0.941143341947,-1.24926741181,0.111866065646,0.900800650175
30,0.986509173627,-1.21714597001,0.157114516226,0.321471836111
31,1.01243250602,-1.19573167548,0.189091549524,-0.651880009621
32,1.03187500531,-1.16361023368,0.364199780773,-0.72293771503
33,1.06427917079,-1.13148879189,0.230873575712,-0.231155244139
34,1.10964500247,-1.12078164462,0.0139833182741,0.152816906216
35,1.16797250035,-1.09936735009,0.0557653444625,0.818041169699
36,1.20685749893,-1.07795305556,0.111866065646,-0.0783227821833
37,1.24574249751,-1.05653876103,0.111866065646,-0.0783227821833
38,1.25222333061,-1.03512446649,0.539308012023,-1.34422482826
39,1.29758916229,-1.02441731923,0.0139833182741,0.152816906216
40,1.32351249468,-1.01371017196,0.0700840394574,-0.759948879856
41,1.36239749326,-1.01371017196,-0.0632421656038,-0.178813552884
42,1.36239749326,-0.981588730164,0.79164172715,-1.10769159989
43,1.44016749043,-1.06724590829,-0.383254344201,2.42892025595
44,1.42720582423,-1.07795305556,-1.52067623598,-1.34422482826
45,1.40128249184,-1.11007449735,-1.42279348861,-0.488439568553
46,1.38832082565,-1.09936735009,1.39419190478,-1.34422482826
47,1.39480165875,-1.16361023368,-0.828246204539,-0.153188120381
48,1.38183999255,-1.17431738095,-1.52067623598,-1.34422482826
49,1.34295499397,-1.23856026454,-1.34556800474,0.590694216839
50,1.32351249468,-1.24926741181,-1.59790171986,-1.05744621454
51,1.31055082848,-1.31351029541,-1.09323428961,-0.0783227821833
52,1.29758916229,-1.39916747353,-1.05145226342,0.516671887188
53,1.2651849968,-1.48482465166,-1.22213590931,0.884436342919
54,1.2651849968,-1.48482465166,-0.0632421656038,-2.0365696469
55,1.29110832919,-1.48482465166,-0.0632421656038,-0.798065584222
56,1.30406999539,-1.4419960626,0.539308012023,-0.651880009621
57,1.31703166158,-1.4419960626,-0.0632421656038,-1.41731761556
58,1.31055082848,-1.43128891533,1.21908367353,-1.59869233628
59,1.31703166158,-1.48482465166,-0.810696290578,-0.457780551086
60,1.30406999539,-1.4098746208,0.943102417365,0.217541771753
61,1.32351249468,-1.43128891533,-0.383254344201,-0.920197171186
62,1.34295499397,-1.46341035713,-0.490684111981,-0.72293771503
63,1.34943582707,-1.48482465166,-0.665792343231,-1.34422482826
