,x,y,angle,dist,drift
4999,443,296,127.874983651,11.401754251,4.24264068712
5000,437,305,123.690067526,10.8166538264,12.0415945788
5001,437,309,90.0,4.0,18.4390889146
5002,431,310,170.537677792,6.0827625303,9.21954445729
5003,426,307,-149.036243468,5.83095189485,8.60232526704
5004,427,306,-45.0,1.41421356237,12.0830459736
5005,419,305,-172.874983651,8.0622577483,10.0498756211
5006,415,304,-165.963756532,4.12310562562,12.0415945788
5007,409,303,-170.537677792,6.0827625303,2.2360679775
5008,406,303,180.0,3.0,9.21954445729
5009,393,300,-167.005383208,13.3416640641,7.61577310586
5010,390,298,-146.309932474,3.60555127546,23.3452350599
5011,385,298,180.0,5.0,4.12310562562
5012,379,294,-146.309932474,7.21110255093,5.65685424949
5013,370,290,-156.037511025,9.8488578018,5.0
5014,366,286,-135.0,5.65685424949,14.5602197786
5015,363,286,180.0,3.0,9.43398113206
5016,355,279,-138.814074834,10.6301458127,7.28010988928
5017,348,278,-171.869897646,7.07106781187,15.8113883008
5018,342,275,-153.434948823,6.7082039325,8.0622577483
5019,337,269,-129.805571092,7.81024967591,7.0
5020,331,267,-161.565051177,6.32455532034,10.7703296143
5021,323,261,-143.130102354,10.0,4.472135955
5022,319,262,165.963756532,4.12310562562,17.691806013
5023,310,256,-146.309932474,10.8166538264,8.0622577483
5024,305,254,-158.198590514,5.38516480713,16.4012194669
5025,298,250,-150.255118703,8.0622577483,3.0
5026,292,244,-135.0,8.48528137424,8.24621125124
5027,285,238,-139.398705355,9.21954445729,7.81024967591
5028,278,234,-150.255118703,8.0622577483,10.6301458127
5029,274,231,-143.130102354,5.0,11.1803398875
5030,272,225,-108.434948823,6.32455532034,6.0
5031,265,220,-144.462322208,8.60232526704,7.61577310586
5032,259,214,-135.0,8.48528137424,8.94427191
5033,256,210,-126.869897646,5.0,12.0415945788
5034,253,205,-120.963756532,5.83095189485,4.24264068712
5035,249,200,-128.659808254,6.40312423743,5.38516480713
5036,248,198,-116.565051177,2.2360679775,10.6301458127
5037,244,193,-128.659808254,6.40312423743,2.2360679775
5038,238,189,-146.309932474,7.21110255093,6.32455532034
5039,232,183,-135.0,8.48528137424,6.32455532034
5040,230,180,-123.690067526,3.60555127546,13.4536240471
5041,220,177,-163.300755766,10.4403065089,6.7082039325
5042,218,174,-123.690067526,3.60555127546,18.2482875909
5043,213,170,-141.340191746,6.40312423743,2.2360679775
5044,204,167,-161.565051177,9.48683298051,5.09901951359
5045,196,161,-143.130102354,10.0,10.0
5046,191,157,-141.340191746,6.40312423743,13.6014705087
5047,187,154,-143.130102354,5.0,7.81024967591
5048,183,153,-165.963756532,4.12310562562,6.40312423743
5049,176,152,-171.869897646,7.07106781187,1.41421356237
5050,166,150,-168.690067526,10.1980390272,4.0
5051,163,151,161.565051177,3.16227766017,17.7200451467
5052,157,152,170.537677792,6.0827625303,1.0
5053,150,154,164.054604099,7.28010988928,5.0
5054,142,156,165.963756532,8.24621125124,6.32455532034
5055,133,156,180.0,9.0,8.0622577483
5056,127,159,153.434948823,6.7082039325,12.3693168769
5057,122,161,158.198590514,5.38516480713,8.0622577483
5058,118,163,153.434948823,4.472135955,6.32455532034
5059,113,167,141.340191746,6.40312423743,3.0
5060,109,170,143.130102354,5.0,7.81024967591
5061,102,173,156.801409486,7.61577310586,3.16227766017
5062,99,178,120.963756532,5.83095189485,11.0453610172
5063,98,181,108.434948823,3.16227766017,8.60232526704
5064,96,185,116.565051177,4.472135955,2.0
5065,99,186,18.4349488229,3.16227766017,9.89949493661
5066,105,186,0.0,6.0,2.0
5067,102,197,105.255118703,11.401754251,18.6010752377
5068,108,194,-26.5650511771,6.7082039325,27.7308492477
5069,110,203,77.4711922908,9.21954445729,18.0277563773
5070,112,211,75.9637565321,8.24621125124,10.1980390272
5071,115,221,73.300755766,10.4403065089,6.0827625303
5072,117,227,71.5650511771,6.32455532034,14.5602197786
5073,122,233,50.1944289077,7.81024967591,6.0827625303
5074,126,239,56.309932474,7.21110255093,8.48528137424
5075,131,245,50.1944289077,7.81024967591,6.7082039325
5076,135,254,66.0375110254,9.8488578018,6.7082039325
5077,146,258,19.9831065219,11.7046999107,14.3178210633
5078,153,264,40.601294645,9.21954445729,15.1327459504
5079,156,267,45.0,4.24264068712,14.2126704036
5080,165,274,37.8749836511,11.401754251,3.16227766017
5081,170,277,30.9637565321,5.83095189485,17.0293863659
5082,178,285,45.0,11.313708499,2.82842712475
5083,184,291,45.0,8.48528137424,14.1421356237
5084,192,294,20.5560452196,8.54400374532,9.8488578018
5085,195,298,53.1301023542,5.0,13.152946438
5086,198,301,45.0,4.24264068712,5.83095189485
5087,204,309,53.1301023542,10.0,2.0
5088,203,309,180.0,1.0,20.6155281281
5089,204,306,-71.5650511771,3.16227766017,4.24264068712
5090,205,301,-78.690067526,5.09901951359,1.41421356237
5091,204,302,135.0,1.41421356237,11.401754251
5092,209,300,-21.8014094864,5.38516480713,8.0622577483
5093,222,299,-4.398705355,13.0384048104,4.24264068712
5094,228,298,-9.46232220803,6.0827625303,20.0249843945
5095,235,295,-23.1985905136,7.61577310586,5.09901951359
5096,241,293,-18.4349488229,6.32455532034,8.94427191
5097,246,290,-30.9637565321,5.83095189485,7.07106781187
5098,251,285,-45.0,7.07106781187,5.09901951359
5099,256,283,-21.8014094864,5.38516480713,9.43398113206
5100,261,276,-54.462322208,8.60232526704,5.83095189485
5101,269,270,-36.8698976458,10.0,8.24621125124
5102,274,265,-45.0,7.07106781187,13.0384048104
5103,278,259,-56.309932474,7.21110255093,7.21110255093
5104,286,253,-36.8698976458,10.0,6.0
5105,291,245,-57.9946167919,9.43398113206,11.7046999107
5106,295,240,-51.3401917459,6.40312423743,12.5299640861
5107,301,234,-45.0,8.48528137424,4.472135955
5108,305,229,-51.3401917459,6.40312423743,10.6301458127
5109,309,226,-36.8698976458,5.0,8.0622577483
5110,310,227,45.0,1.41421356237,9.89949493661
5111,312,228,26.5650511771,2.2360679775,1.0
5112,310,235,105.945395901,7.28010988928,7.81024967591
5113,314,234,-14.0362434679,4.12310562562,17.0
5114,317,237,45.0,4.24264068712,7.07106781187
5115,318,234,-71.5650511771,3.16227766017,10.295630141
5116,322,234,0.0,4.0,6.32455532034
5117,329,230,-29.7448812969,8.0622577483,4.12310562562
5118,330,229,-45.0,1.41421356237,14.7648230602
5119,340,226,-16.699244234,10.4403065089,8.0622577483
5120,347,227,8.13010235416,7.07106781187,14.7648230602
5121,352,227,0.0,5.0,9.21954445729
5122,359,227,0.0,7.0,3.0
5123,363,228,14.0362434679,4.12310562562,10.0498756211
5124,374,231,15.2551187031,11.401754251,3.16227766017
5125,386,232,4.76364169073,12.0415945788,11.1803398875
5126,392,236,33.690067526,7.21110255093,18.1107702763
5127,397,235,-11.309932474,5.09901951359,11.401754251
5128,408,236,5.19442890773,11.0453610172,3.16227766017
5129,410,238,45.0,2.82842712475,20.0
5130,420,241,16.699244234,10.4403065089,6.0827625303
5131,426,241,0.0,6.0,15.2315462117
5132,430,241,0.0,4.0,8.0
5133,431,242,45.0,1.41421356237,7.07106781187
5134,449,242,0.0,18.0,16.1245154966
5135,457,241,-7.1250163489,8.0622577483,28.0178514522
5136,469,239,-9.46232220803,12.1655250606,4.0
5137,469,240,90.0,1.0,24.5153013443
5138,469,240,0.0,0.0,2.0
5139,484,237,-11.309932474,15.2970585408,15.2970585408
5140,490,237,0.0,6.0,24.7386337537
5141,498,237,0.0,8.0,4.0
5142,509,241,19.9831065219,11.7046999107,6.40312423743
5143,509,239,-90.0,2.0,24.1660919472
5144,514,246,54.462322208,8.60232526704,12.0830459736
5145,520,245,-9.46232220803,6.0827625303,15.5241746963
5146,528,249,26.5650511771,8.94427191,7.21110255093
5147,535,251,15.9453959009,7.28010988928,10.8166538264
5148,538,254,45.0,4.24264068712,11.0453610172
5149,545,258,29.7448812969,8.0622577483,2.2360679775
5150,544,265,98.1301023542,7.07106781187,15.0332963784
5151,543,259,-99.462322208,6.0827625303,20.0249843945
5152,540,258,-161.565051177,3.16227766017,11.0453610172
5153,542,263,68.1985905136,5.38516480713,10.6301458127
5154,545,268,59.0362434679,5.83095189485,5.09901951359
5155,545,271,90.0,3.0,9.21954445729
5156,546,280,83.6598082541,9.05538513814,3.16227766017
5157,549,289,71.5650511771,9.48683298051,9.05538513814
5158,548,292,108.434948823,3.16227766017,16.5529453572
5159,553,303,65.5560452196,12.0830459736,8.60232526704
5160,554,305,63.4349488229,2.2360679775,21.9317121995
5161,553,303,-116.565051177,2.2360679775,6.7082039325
5162,546,304,171.869897646,7.07106781187,7.07106781187
5163,544,300,-116.565051177,4.472135955,13.416407865
5164,543,298,-116.565051177,2.2360679775,6.7082039325
5165,536,297,-171.869897646,7.07106781187,5.83095189485
5166,532,295,-153.434948823,4.472135955,10.0
5167,530,291,-116.565051177,4.472135955,6.0
5168,527,289,-146.309932474,3.60555127546,6.0827625303
5169,522,286,-149.036243468,5.83095189485,1.41421356237
5170,519,280,-116.565051177,6.7082039325,7.0
5171,514,271,-119.054604099,10.295630141,3.16227766017
5172,512,270,-153.434948823,2.2360679775,18.7882942281
5173,508,261,-113.962488975,9.8488578018,7.0
5174,505,250,-105.255118703,11.401754251,8.60232526704
5175,503,246,-116.565051177,4.472135955,18.4390889146
5176,503,242,-90.0,4.0,5.65685424949
5177,502,229,-94.398705355,13.0384048104,5.09901951359
5178,501,228,-135.0,1.41421356237,25.0199920064
5179,497,226,-153.434948823,4.472135955,2.0
5180,497,215,-90.0,11.0,10.6301458127
5181,497,205,-90.0,10.0,12.0
5182,495,199,-108.434948823,6.32455532034,14.1421356237
5183,493,194,-111.801409486,5.38516480713,7.28010988928
5184,493,190,-90.0,4.0,7.21110255093
5185,491,183,-105.945395901,7.28010988928,2.2360679775
5186,490,178,-101.309932474,5.09901951359,9.48683298051
5187,485,169,-119.054604099,10.295630141,3.16227766017
5188,485,162,-90.0,7.0,14.8660687473
5189,482,153,-108.434948823,9.48683298051,5.83095189485
5190,481,151,-116.565051177,2.2360679775,16.7630546142
5191,476,145,-129.805571092,7.81024967591,3.60555127546
5192,472,138,-119.744881297,8.0622577483,7.81024967591
5193,469,133,-120.963756532,5.83095189485,10.295630141
5194,469,130,-90.0,3.0,9.21954445729
5195,464,122,-122.005383208,9.43398113206,5.38516480713
5196,459,117,-135.0,7.07106781187,12.0830459736
5197,455,112,-128.659808254,6.40312423743,7.81024967591
5198,449,105,-130.601294645,9.21954445729,3.60555127546
5199,443,101,-146.309932474,7.21110255093,11.6619037897
5200,435,97,-153.434948823,8.94427191,5.65685424949
5201,427,94,-159.44395478,8.54400374532,9.43398113206
5202,424,91,-135.0,4.24264068712,13.3416640641
5203,418,85,-135.0,8.48528137424,0.0
5204,413,81,-141.340191746,6.40312423743,10.6301458127
5205,408,77,-141.340191746,6.40312423743,6.40312423743
5206,403,75,-158.198590514,5.38516480713,7.81024967591
5207,397,71,-146.309932474,7.21110255093,4.0
5208,391,67,-146.309932474,7.21110255093,7.21110255093
5209,385,63,-146.309932474,7.21110255093,7.21110255093
5210,378,61,-164.054604099,7.28010988928,7.81024967591
5211,375,60,-161.565051177,3.16227766017,11.401754251
5212,372,58,-146.309932474,3.60555127546,3.0
5213,367,55,-149.036243468,5.83095189485,1.41421356237
5214,362,50,-135.0,7.07106781187,5.09901951359
5215,356,45,-140.194428908,7.81024967591,6.40312423743
5216,353,45,180.0,3.0,13.4536240471
5217,352,50,101.309932474,5.09901951359,7.07106781187
5218,349,51,161.565051177,3.16227766017,9.05538513814
5219,347,52,153.434948823,2.2360679775,4.12310562562
5220,343,51,-165.963756532,4.12310562562,3.0
5221,339,50,-165.963756532,4.12310562562,4.12310562562
5222,336,47,-135.0,4.24264068712,5.09901951359
5223,334,46,-153.434948823,2.2360679775,6.40312423743
5224,330,47,165.963756532,4.12310562562,3.0
5225,329,49,116.565051177,2.2360679775,7.0
5226,324,49,180.0,5.0,5.0
5227,321,48,-161.565051177,3.16227766017,7.07106781187
5228,316,46,-158.198590514,5.38516480713,1.0
5229,310,44,-161.565051177,6.32455532034,4.472135955
5230,307,44,180.0,3.0,9.8488578018
5231,300,44,180.0,7.0,1.0
5232,299,45,135.0,1.41421356237,13.0384048104
5233,288,46,174.805571092,11.0453610172,9.05538513814
5234,285,49,135.0,4.24264068712,19.0262975904
5235,282,48,-161.565051177,3.16227766017,7.61577310586
5236,272,50,168.690067526,10.1980390272,5.65685424949
5237,268,50,180.0,4.0,16.4924225025
5238,257,50,180.0,11.0,3.0
5239,257,54,90.0,4.0,22.360679775
5240,251,56,161.565051177,6.32455532034,8.48528137424
5241,243,57,172.874983651,8.0622577483,5.0
5242,237,58,170.537677792,6.0827625303,10.0498756211
5243,232,60,158.198590514,5.38516480713,7.0
5244,222,64,158.198590514,10.7703296143,0.0
5245,217,66,158.198590514,5.38516480713,16.1554944214
5246,210,73,135.0,9.89949493661,4.24264068712
5247,203,76,156.801409486,7.61577310586,13.0384048104
5248,200,80,126.869897646,5.0,11.1803398875
5249,196,82,153.434948823,4.472135955,6.32455532034
5250,187,89,142.125016349,11.401754251,3.16227766017
5251,183,94,128.659808254,6.40312423743,16.6433169771
5252,179,99,128.659808254,6.40312423743,6.40312423743
5253,174,105,129.805571092,7.81024967591,5.0
5254,168,110,140.194428908,7.81024967591,8.0622577483
5255,161,117,135.0,9.89949493661,5.83095189485
5256,158,123,116.565051177,6.7082039325,13.6014705087
5257,151,126,156.801409486,7.61577310586,9.05538513814
5258,146,131,135.0,7.07106781187,9.05538513814
5259,141,135,141.340191746,6.40312423743,7.81024967591
5260,136,140,135.0,7.07106781187,5.83095189485
5261,129,144,150.255118703,8.0622577483,6.7082039325
5262,122,149,144.462322208,8.60232526704,7.61577310586
5263,116,153,146.309932474,7.21110255093,10.0
5264,110,158,140.194428908,7.81024967591,6.7082039325
5265,104,162,146.309932474,7.21110255093,8.48528137424
5266,99,167,135.0,7.07106781187,7.61577310586
5267,95,170,143.130102354,5.0,9.21954445729
5268,91,176,123.690067526,7.21110255093,4.0
5269,93,179,56.309932474,3.60555127546,13.4536240471
5270,93,180,90.0,1.0,6.40312423743
5271,95,184,63.4349488229,4.472135955,2.82842712475
5272,95,190,90.0,6.0,4.472135955
5273,94,193,108.434948823,3.16227766017,9.05538513814
5274,96,198,68.1985905136,5.38516480713,4.12310562562
5275,98,205,74.0546040991,7.28010988928,3.60555127546
5276,99,212,81.8698976458,7.07106781187,7.61577310586
5277,102,224,75.9637565321,12.3693168769,2.2360679775
5278,103,235,84.8055710923,11.0453610172,13.9283882772
5279,104,241,80.537677792,6.0827625303,16.0312195419
5280,106,245,63.4349488229,4.472135955,8.0
5281,110,256,70.0168934781,11.7046999107,3.0
5282,115,261,45.0,7.07106781187,17.2626765016
5283,118,266,59.0362434679,5.83095189485,8.60232526704
5284,123,273,54.462322208,8.60232526704,3.16227766017
5285,129,281,53.1301023542,10.0,7.21110255093
5286,136,288,45.0,9.89949493661,10.295630141
5287,138,291,56.309932474,3.60555127546,16.2788205961
5288,146,298,41.1859251657,10.6301458127,4.12310562562
5289,154,304,36.8698976458,10.0,11.313708499
5290,161,310,40.601294645,9.21954445729,10.8166538264
5291,166,313,30.9637565321,5.83095189485,12.7279220614
5292,169,312,-18.4349488229,3.16227766017,9.89949493661
5293,178,319,37.8749836511,11.401754251,9.48683298051
5294,181,316,-45.0,4.24264068712,22.6715680975
5295,188,316,0.0,7.0,6.0827625303
5296,196,314,-14.0362434679,8.24621125124,6.32455532034
5297,202,314,0.0,6.0,10.7703296143
5298,206,312,-26.5650511771,4.472135955,8.24621125124
5299,213,311,-8.13010235416,7.07106781187,3.16227766017
5300,222,309,-12.5288077092,9.21954445729,5.0
5301,230,305,-26.5650511771,8.94427191,10.0
5302,235,304,-11.309932474,5.09901951359,13.0384048104
5303,240,301,-30.9637565321,5.83095189485,5.09901951359
5304,248,297,-26.5650511771,8.94427191,2.82842712475
5305,253,294,-30.9637565321,5.83095189485,12.0830459736
5306,260,290,-29.7448812969,8.0622577483,3.60555127546
5307,264,286,-45.0,5.65685424949,10.7703296143
5308,269,280,-50.1944289077,7.81024967591,3.60555127546
5309,274,275,-45.0,7.07106781187,8.60232526704
5310,277,272,-45.0,4.24264068712,9.89949493661
5311,280,267,-59.0362434679,5.83095189485,3.16227766017
5312,281,258,-83.6598082541,9.05538513814,5.09901951359
5313,284,259,18.4349488229,3.16227766017,19.0262975904
5314,287,246,-77.0053832081,13.3416640641,15.2970585408
5315,291,240,-56.309932474,7.21110255093,20.0997512422
5316,291,234,-90.0,6.0,10.0
5317,295,223,-70.0168934781,11.7046999107,4.12310562562
5318,297,217,-71.5650511771,6.32455532034,17.0880074906
5319,300,216,-18.4349488229,3.16227766017,11.0453610172
5320,302,208,-75.9637565321,8.24621125124,7.21110255093
5321,298,207,-165.963756532,4.12310562562,17.0
5322,295,205,-146.309932474,3.60555127546,5.0
5323,300,192,-68.9624889746,13.9283882772,14.2126704036
5324,294,171,-105.945395901,21.8403296678,16.7630546142
5325,295,166,-78.690067526,5.09901951359,39.2173431023
5326,292,162,-126.869897646,5.0,7.81024967591
5327,288,162,180.0,4.0,8.24621125124
5328,282,157,-140.194428908,7.81024967591,5.38516480713
5329,281,154,-108.434948823,3.16227766017,13.0384048104
5330,275,148,-135.0,8.48528137424,4.0
5331,276,145,-71.5650511771,3.16227766017,15.8113883008
5332,266,138,-145.007979801,12.2065556157,12.0415945788
5333,266,134,-90.0,4.0,22.360679775
5334,258,132,-165.963756532,8.24621125124,10.0
5335,254,129,-143.130102354,5.0,12.0415945788
5336,245,123,-146.309932474,10.8166538264,1.0
5337,242,119,-126.869897646,5.0,17.0
5338,235,115,-150.255118703,8.0622577483,4.12310562562
5339,225,114,-174.289406863,10.0498756211,8.0622577483
5340,219,111,-153.434948823,6.7082039325,14.0356688476
5341,214,109,-158.198590514,5.38516480713,8.0622577483
5342,210,105,-135.0,5.65685424949,6.0
5343,202,103,-165.963756532,8.24621125124,6.0
5344,196,102,-170.537677792,6.0827625303,10.4403065089
5345,190,101,-170.537677792,6.0827625303,6.0827625303
5346,184,100,-170.537677792,6.0827625303,6.0827625303
5347,178,100,180.0,6.0,6.32455532034
5348,171,99,-171.869897646,7.07106781187,5.09901951359
5349,167,98,-165.963756532,4.12310562562,10.0498756211
5350,161,97,-170.537677792,6.0827625303,2.2360679775
5351,155,95,-161.565051177,6.32455532034,6.0
5352,148,92,-156.801409486,7.61577310586,5.09901951359
5353,141,92,180.0,7.0,9.21954445729
5354,131,90,-168.690067526,10.1980390272,4.472135955
5355,126,87,-149.036243468,5.83095189485,15.0332963784
5356,122,84,-143.130102354,5.0,6.7082039325
5357,114,78,-143.130102354,10.0,0.0
5358,108,78,180.0,6.0,15.6204993518
5359,102,76,-161.565051177,6.32455532034,6.32455532034
5360,93,76,180.0,9.0,5.0
5361,92,76,180.0,1.0,17.0
5362,97,76,0.0,5.0,7.0
5363,101,78,26.5650511771,4.472135955,6.32455532034
5364,105,75,-36.8698976458,5.0,8.0622577483
5365,104,65,-95.7105931375,10.0498756211,9.8488578018
5366,105,63,-63.4349488229,2.2360679775,18.2482875909
5367,106,54,-83.6598082541,9.05538513814,5.09901951359
5368,109,51,-45.0,4.24264068712,15.0332963784
5369,106,52,161.565051177,3.16227766017,11.401754251
5370,108,55,56.309932474,3.60555127546,8.0622577483
5371,109,54,-45.0,1.41421356237,7.61577310586
5372,112,51,-45.0,4.24264068712,1.41421356237
5373,115,50,-18.4349488229,3.16227766017,5.83095189485
5374,126,55,24.4439547804,12.0830459736,8.60232526704
5375,134,55,0.0,8.0,17.2046505341
5376,138,55,0.0,4.0,12.0
5377,145,57,15.9453959009,7.28010988928,2.2360679775
5378,154,59,12.5288077092,9.21954445729,5.38516480713
5379,161,63,29.7448812969,8.0622577483,11.0
5380,161,67,90.0,4.0,14.5602197786
5381,166,68,11.309932474,5.09901951359,8.60232526704
5382,169,71,45.0,4.24264068712,7.07106781187
5383,177,77,36.8698976458,10.0,2.0
5384,184,79,15.9453959009,7.28010988928,13.4536240471
5385,189,82,30.9637565321,5.83095189485,9.05538513814
5386,196,87,35.537677792,8.60232526704,3.16227766017
5387,204,93,36.8698976458,10.0,7.21110255093
5388,210,97,33.690067526,7.21110255093,12.8062484749
5389,217,100,23.1985905136,7.61577310586,7.07106781187
5390,224,106,40.601294645,9.21954445729,7.0
5391,229,109,30.9637565321,5.83095189485,12.7279220614
5392,232,112,45.0,4.24264068712,7.61577310586
5393,240,119,41.1859251657,10.6301458127,2.2360679775
5394,245,124,45.0,7.07106781187,14.2126704036
5395,250,129,45.0,7.07106781187,7.07106781187
5396,255,134,45.0,7.07106781187,7.07106781187
5397,260,140,50.1944289077,7.81024967591,6.40312423743
5398,265,146,50.1944289077,7.81024967591,7.81024967591
5399,270,152,50.1944289077,7.81024967591,7.81024967591
5400,272,161,77.4711922908,9.21954445729,8.54400374532
5401,276,171,68.1985905136,10.7703296143,8.0
5402,275,172,135.0,1.41421356237,21.0237960416
5403,281,173,9.46232220803,6.0827625303,8.0622577483
5404,278,183,106.699244234,10.4403065089,17.0
5405,278,192,90.0,9.0,12.5299640861
5406,273,198,129.805571092,7.81024967591,13.0
5407,274,206,82.8749836511,8.0622577483,11.7046999107
5408,273,209,108.434948823,3.16227766017,13.3416640641
5409,266,221,120.256437164,13.8924439894,7.81024967591
5410,264,228,105.945395901,7.28010988928,20.8086520467
5411,260,235,119.744881297,8.0622577483,7.0
5412,256,244,113.962488975,9.8488578018,6.40312423743
5413,254,248,116.565051177,4.472135955,15.2315462117
5414,250,255,119.744881297,8.0622577483,1.0
5415,247,259,126.869897646,5.0,11.1803398875
5416,244,264,120.963756532,5.83095189485,4.24264068712
5417,243,268,104.036243468,4.12310562562,7.81024967591
5418,236,275,135.0,9.89949493661,5.09901951359
5419,230,283,126.869897646,10.0,10.0
5420,226,288,128.659808254,6.40312423743,13.6014705087
5421,227,290,63.4349488229,2.2360679775,12.0415945788
5422,220,299,127.874983651,11.401754251,10.295630141
5423,212,312,121.607502246,15.2643375225,7.81024967591
5424,211,310,-116.565051177,2.2360679775,31.7647603485
5425,208,306,-126.869897646,5.0,1.0
5426,205,305,-161.565051177,3.16227766017,7.61577310586
5427,203,303,-135.0,2.82842712475,4.0
5428,200,301,-146.309932474,3.60555127546,2.2360679775
5429,193,301,180.0,7.0,4.12310562562
5430,183,299,-168.690067526,10.1980390272,4.472135955
5431,178,298,-168.690067526,5.09901951359,15.2970585408
5432,170,295,-159.44395478,8.54400374532,2.2360679775
5433,162,294,-172.874983651,8.0622577483,9.43398113206
5434,156,291,-153.434948823,6.7082039325,10.0498756211
5435,151,287,-141.340191746,6.40312423743,7.28010988928
5436,145,283,-146.309932474,7.21110255093,5.65685424949
5437,140,278,-135.0,7.07106781187,7.61577310586
5438,134,274,-146.309932474,7.21110255093,7.21110255093
5439,129,272,-158.198590514,5.38516480713,9.21954445729
5440,122,266,-139.398705355,9.21954445729,3.60555127546
5441,118,262,-135.0,5.65685424949,12.8062484749
5442,114,259,-143.130102354,5.0,6.40312423743
5443,110,254,-128.659808254,6.40312423743,4.12310562562
5444,107,252,-146.309932474,3.60555127546,9.43398113206
5445,104,248,-126.869897646,5.0,3.0
5446,99,242,-129.805571092,7.81024967591,2.2360679775
5447,95,237,-128.659808254,6.40312423743,9.21954445729
5448,90,232,-135.0,7.07106781187,5.83095189485
5449,87,224,-110.55604522,8.54400374532,7.28010988928
5450,89,220,-63.4349488229,4.472135955,14.4222051019
5451,89,215,-90.0,5.0,5.0
5452,94,209,-50.1944289077,7.81024967591,6.40312423743
5453,98,204,-51.3401917459,6.40312423743,9.21954445729
5454,98,199,-90.0,5.0,9.43398113206
5455,107,194,-29.0546040991,10.295630141,10.295630141
5456,122,191,-11.309932474,15.2970585408,7.61577310586
5457,124,188,-56.309932474,3.60555127546,28.1602556807
5458,134,187,-5.7105931375,10.0498756211,7.81024967591
5459,143,186,-6.34019174591,9.05538513814,11.0453610172
5460,153,185,-5.7105931375,10.0498756211,8.0622577483
5461,162,184,-6.34019174591,9.05538513814,11.0453610172
5462,174,185,4.76364169073,12.0415945788,6.7082039325
5463,185,185,0.0,11.0,13.152946438
5464,191,185,0.0,6.0,16.0
5465,200,185,0.0,9.0,3.0
5466,209,185,0.0,9.0,9.0
5467,219,183,-11.309932474,10.1980390272,8.24621125124
5468,230,182,-5.19442890773,11.0453610172,9.48683298051
5469,234,183,14.0362434679,4.12310562562,18.2482875909
5470,244,180,-16.699244234,10.4403065089,5.38516480713
5471,251,176,-29.7448812969,8.0622577483,13.152946438
5472,259,173,-20.5560452196,8.54400374532,7.81024967591
5473,267,169,-26.5650511771,8.94427191,8.24621125124
5474,273,164,-39.8055710923,7.81024967591,10.4403065089
5475,280,160,-29.7448812969,8.0622577483,7.81024967591
5476,285,157,-30.9637565321,5.83095189485,10.295630141
5477,290,153,-38.6598082541,6.40312423743,5.38516480713
5478,294,152,-14.0362434679,4.12310562562,9.21954445729
5479,298,145,-60.2551187031,8.0622577483,6.40312423743
5480,303,143,-21.8014094864,5.38516480713,12.3693168769
5481,310,141,-15.9453959009,7.28010988928,3.60555127546
5482,319,134,-37.8749836511,11.401754251,5.83095189485
5483,323,134,0.0,4.0,19.7989898732
5484,324,130,-75.9637565321,4.12310562562,8.0622577483
5485,333,126,-23.9624889746,9.8488578018,8.0622577483
5486,345,117,-36.8698976458,15.0,6.0827625303
5487,350,120,30.9637565321,5.83095189485,28.319604517
5488,351,116,-75.9637565321,4.12310562562,13.4536240471
5489,361,110,-30.9637565321,11.6619037897,8.24621125124
5490,369,110,0.0,8.0,16.9705627485
5491,373,107,-36.8698976458,5.0,12.3693168769
5492,378,104,-30.9637565321,5.83095189485,4.24264068712
5493,387,98,-33.690067526,10.8166538264,1.0
5494,396,99,6.34019174591,9.05538513814,15.8113883008
5495,398,101,45.0,2.82842712475,16.0
5496,409,102,5.19442890773,11.0453610172,7.61577310586
5497,415,100,-18.4349488229,6.32455532034,16.4924225025
5498,412,103,135.0,4.24264068712,16.5529453572
5499,423,107,19.9831065219,11.7046999107,17.1172427686
5500,427,103,-45.0,5.65685424949,21.6333076528
5501,438,111,36.0273733851,13.6014705087,16.2788205961
5502,444,115,33.690067526,7.21110255093,20.0
5503,456,109,-26.5650511771,13.416407865,14.0
5504,454,107,-135.0,2.82842712475,27.8567765544
5505,463,113,33.690067526,10.8166538264,16.4012194669
5506,467,110,-36.8698976458,5.0,20.5182845287
5507,481,113,12.094757077,14.3178210633,10.8166538264
5508,481,110,-90.0,3.0,29.4108823397
5509,494,115,21.0375110254,13.9283882772,17.0293863659
5510,501,113,-15.9453959009,7.28010988928,22.4722050542
5511,508,112,-8.13010235416,7.07106781187,7.61577310586
5512,513,107,-45.0,7.07106781187,9.48683298051
5513,519,107,0.0,6.0,10.7703296143
5514,523,106,-14.0362434679,4.12310562562,8.0622577483
5515,530,103,-23.1985905136,7.61577310586,1.41421356237
5516,529,102,-135.0,1.41421356237,15.8113883008
5517,539,101,-5.7105931375,10.0498756211,12.0415945788
5518,535,100,-165.963756532,4.12310562562,24.0208242989
5519,545,87,-52.4314079712,16.4012194669,21.0950231097
5520,522,89,175.030259272,23.0867927612,51.3127664427
5521,540,85,-12.5288077092,18.4390889146,64.4980619864
5522,534,82,-153.434948823,6.7082039325,42.2965719651
5523,530,76,-123.690067526,7.21110255093,8.0
5524,527,74,-146.309932474,3.60555127546,11.1803398875
5525,527,70,-90.0,4.0,6.0
5526,522,64,-129.805571092,7.81024967591,5.38516480713
5527,518,58,-123.690067526,7.21110255093,8.48528137424
5528,515,52,-116.565051177,6.7082039325,7.81024967591
5529,511,44,-116.565051177,8.94427191,4.472135955
5530,510,46,116.565051177,2.2360679775,19.3132079158
